BetaP_SE_0, BetaP_SE_1, rho_0,gamma_ei,gamma_ir,Iteration,Time
-2.20088,-0.793116,0.561393,0.147832,0.117758,860000,1330
-1.94151,-0.355831,0.609106,0.174504,0.12902,861000,1332
-2.20474,-1.89395,0.774848,0.181402,0.120313,862000,1335
-1.89906,-0.490376,0.404999,0.144498,0.109071,863000,1337
-1.94037,-0.592751,0.523998,0.170884,0.134395,864000,1339
-1.96729,-0.330781,0.640482,0.174415,0.147363,865000,1341
-1.97176,-0.617583,0.893139,0.159456,0.113816,866000,1343
-1.83172,-0.726108,0.447105,0.186616,0.1246,867000,1344
-1.74743,-0.729949,0.510084,0.150824,0.122098,868000,1346
-1.39467,-0.629475,0.364236,0.140761,0.182402,869000,1348
-1.99233,-0.190506,0.353739,0.144886,0.170497,870000,1350
-1.17638,-0.853062,0.359032,0.196135,0.111474,871000,1352
-1.69442,-0.591443,0.415761,0.214658,0.147028,872000,1354
-1.91391,-0.935686,0.590865,0.141815,0.132761,873000,1356
-1.86664,-0.293976,0.223495,0.153428,0.161867,874000,1357
-1.62447,-0.752819,0.178054,0.124619,0.146581,875000,1359
-1.89564,-0.402933,0.367731,0.190891,0.0984609,876000,1360
-1.79341,-0.540133,0.421001,0.165229,0.201453,877000,1362
-2.01608,-0.453926,0.400547,0.177257,0.170423,878000,1363
-2.11491,-0.481283,0.565564,0.21477,0.143866,879000,1365
-2.12034,-0.771327,0.776562,0.135737,0.131654,880000,1366
-1.61716,-0.325928,0.373892,0.147648,0.167654,881000,1368
-1.83498,-0.201491,0.845284,0.131182,0.15475,882000,1369
-2.06477,-0.506948,0.688937,0.192412,0.11127,883000,1371
-1.58998,-0.678331,0.454044,0.156872,0.145993,884000,1372
-1.7928,-0.418967,0.511463,0.215981,0.119865,885000,1373
-2.2744,-0.152857,0.493,0.202186,0.0850884,886000,1374
-2.29484,-0.385972,0.586863,0.186028,0.123597,887000,1376
-2.16648,-0.415768,0.597991,0.176567,0.121864,888000,1377
-1.66393,-0.221926,0.524452,0.185239,0.11044,889000,1378
-1.71132,-0.259206,0.386247,0.146121,0.134965,890000,1379
-1.764,-0.363613,0.773375,0.190764,0.121838,891000,1381
-1.68235,-0.44427,0.591529,0.195185,0.150333,892000,1382
-1.62218,-0.744756,0.717368,0.177335,0.129302,893000,1383
-1.96885,-0.387941,0.818707,0.180363,0.117068,894000,1384
-1.32352,-0.420999,0.354333,0.196146,0.17398,895000,1386
-1.89373,-0.838589,0.685332,0.210732,0.145108,896000,1387
-1.78396,-1.0763,0.34585,0.200755,0.145154,897000,1388
-1.98888,-0.850318,0.793915,0.170974,0.0998104,898000,1389
-2.04614,-0.558803,0.633455,0.216267,0.109696,899000,1390
-2.03416,-0.378139,0.936367,0.1915,0.144482,900000,1402
-1.59709,-0.17623,0.716461,0.196037,0.0973929,901000,1403
-1.46521,-0.415075,0.287411,0.176882,0.13335,902000,1404
-1.81722,-0.631103,0.457986,0.209834,0.138364,903000,1405
-1.67557,-0.348716,0.732306,0.157067,0.103912,904000,1407
-1.4493,-0.608188,0.531026,0.189358,0.120371,905000,1408
-1.67372,-0.376455,0.55687,0.176472,0.177613,906000,1409
-2.09836,-0.445352,0.582877,0.177041,0.159454,907000,1410
-2.10488,-0.365021,0.688542,0.22025,0.175036,908000,1412
-1.45505,-0.383654,0.698504,0.147026,0.123821,909000,1413
-1.74532,-0.360757,0.368857,0.14482,0.130876,910000,1414
-1.67586,-0.488194,0.303305,0.14952,0.138979,911000,1415
-1.98758,-0.35536,0.475861,0.166072,0.145553,912000,1416
-1.97944,-0.340711,0.391521,0.172157,0.118482,913000,1418
-2.06104,-0.502181,0.349548,0.19705,0.124001,914000,1419
-1.52419,-0.635304,0.376602,0.213718,0.109438,915000,1420
-1.37565,-0.606225,0.486216,0.168057,0.164581,916000,1422
-1.91811,-0.498258,0.273247,0.193674,0.158478,917000,1424
-1.69732,-0.334391,0.470557,0.221359,0.126775,918000,1426
-1.8804,-0.29263,0.422892,0.180752,0.112996,919000,1428
-1.85117,-0.356108,0.550892,0.194767,0.15846,920000,1435
-1.90357,-0.367272,0.475868,0.153613,0.114774,921000,1437
-1.6387,-0.595066,0.44448,0.170453,0.127369,922000,1439
-1.62734,-0.661126,0.325562,0.128933,0.136469,923000,1441
-2.06764,-0.443034,0.488391,0.210399,0.109982,924000,1442
-1.94813,-0.807288,0.761028,0.273593,0.103299,925000,1444
-1.93692,-0.17402,0.468118,0.222148,0.111704,926000,1446
-2.0568,-0.397425,0.85662,0.192069,0.177829,927000,1448
-1.48784,-0.233287,0.935904,0.149438,0.162837,928000,1450
-1.55274,-0.59815,0.427589,0.229694,0.0891315,929000,1452
-1.85801,-0.457298,0.439842,0.178508,0.11215,930000,1454
-1.93294,-0.225415,0.506478,0.159811,0.143801,931000,1456
-2.0194,-0.37822,0.239458,0.194429,0.128988,932000,1458
-1.73774,-0.251109,0.68603,0.163057,0.145256,933000,1459
-1.70057,-0.363353,0.426285,0.131272,0.176732,934000,1461
-1.71594,-0.349336,0.583984,0.141199,0.184517,935000,1462
-1.76472,-0.324799,0.699949,0.213512,0.145317,936000,1463
-1.5899,-0.700835,0.514576,0.261076,0.139504,937000,1464
-1.82586,-0.249069,0.436434,0.191158,0.163123,938000,1465
-1.59557,-0.448206,0.527348,0.1488,0.208557,939000,1467
-1.58519,-0.495152,0.403767,0.203239,0.161031,940000,1468
-2.2711,-0.106781,0.421317,0.21759,0.151468,941000,1470
-2.02479,-0.246827,0.38168,0.195029,0.137437,942000,1471
-2.33475,-0.466179,0.414525,0.146037,0.100767,943000,1472
-1.62423,-0.427761,0.656337,0.185681,0.165699,944000,1474
-1.76673,-0.349992,0.783905,0.189256,0.17126,945000,1475
-2.17467,-0.953027,0.686263,0.219072,0.0978278,946000,1477
-1.99153,-0.585328,0.665458,0.211466,0.126685,947000,1479
-2.14796,-0.319293,0.50677,0.215475,0.16603,948000,1481
-2.27027,-0.223236,0.881397,0.152102,0.137123,949000,1482
-1.6184,-0.380871,0.605205,0.158455,0.11669,950000,1484
-2.62145,-0.338244,0.934669,0.181981,0.083839,951000,1487
-1.95027,-0.56824,0.814541,0.149575,0.139213,952000,1489
-1.61339,-0.474331,0.733063,0.158971,0.144346,953000,1491
-1.64997,-0.792188,0.298047,0.187857,0.135971,954000,1492
-2.34383,-0.564899,0.72823,0.1781,0.110221,955000,1494
-1.35217,-0.671186,0.218245,0.179744,0.173674,956000,1496
-1.97114,-0.960186,0.868828,0.194577,0.124828,957000,1499
-1.85472,-0.553659,0.442702,0.227159,0.115705,958000,1502
-2.15215,-0.293745,0.297101,0.160384,0.128635,959000,1504
-1.54989,-0.439416,0.333021,0.197222,0.12449,960000,1510
-1.43103,-0.177238,0.2945,0.203535,0.141533,961000,1513
-1.7517,-0.430712,0.403415,0.155839,0.166802,962000,1516
-1.85296,-0.432413,0.852765,0.185681,0.156118,963000,1518
-1.59968,-0.455777,0.535466,0.230255,0.189133,964000,1521
-1.83727,-0.436532,0.310728,0.159306,0.173299,965000,1524
-1.66471,-0.491611,0.323854,0.164706,0.139777,966000,1526
-2.0291,-0.257207,0.424554,0.225299,0.120594,967000,1529
-1.74796,-0.45675,0.4803,0.168033,0.128194,968000,1532
-1.38387,-0.629993,0.275308,0.195852,0.14399,969000,1534
-2.10247,-0.273358,0.674931,0.231648,0.125538,970000,1537
-2.20837,-0.190821,0.764556,0.20354,0.104469,971000,1539
-2.33942,-0.466954,0.720309,0.228225,0.120806,972000,1542
-1.93145,-0.359068,0.550044,0.201953,0.137418,973000,1545
-2.31166,-0.198372,0.819443,0.210369,0.186641,974000,1548
-2.15986,-0.254584,0.422825,0.205538,0.0865351,975000,1550
-2.16066,-0.524786,0.610312,0.21107,0.0904692,976000,1553
-1.9064,-0.201644,0.422876,0.170344,0.111857,977000,1555
-2.47929,-0.193098,0.480734,0.217821,0.080886,978000,1558
-2.09053,-0.340022,0.502456,0.175539,0.0852701,979000,1561
-1.81695,-0.448089,0.519723,0.252781,0.115417,980000,1565
-1.72623,-0.380199,0.249584,0.23949,0.163956,981000,1568
-2.04185,-0.283724,0.757593,0.207518,0.13637,982000,1571
-2.08418,-0.209219,0.695023,0.266411,0.0991865,983000,1573
-2.12838,-0.261439,0.587776,0.235271,0.143105,984000,1576
-2.38473,-0.154066,0.719575,0.227065,0.15927,985000,1579
-2.21901,-0.0971318,0.585472,0.262921,0.149334,986000,1582
-2.21821,-0.174766,0.410123,0.198745,0.132968,987000,1585
-2.25744,-0.265378,0.87636,0.24943,0.117206,988000,1587
-2.05129,-0.184752,0.358599,0.23119,0.113627,989000,1590
-2.17705,-0.230365,0.538336,0.229271,0.0844336,990000,1593
-1.9222,-0.238235,0.595695,0.25243,0.137616,991000,1596
-2.16947,-0.129322,0.899711,0.209513,0.125933,992000,1598
-1.82693,-0.39703,0.546563,0.316611,0.160519,993000,1601
-2.24962,-0.207118,0.969064,0.171687,0.147184,994000,1604
-1.43848,-0.123381,0.335165,0.294464,0.153646,995000,1606
-1.87735,-0.233255,0.458956,0.288487,0.140692,996000,1609
-1.38564,-0.244332,0.483209,0.22027,0.129807,997000,1611
-2.01712,-0.305151,0.659657,0.280117,0.121158,998000,1614
-1.84759,-0.209076,0.556321,0.266808,0.117622,999000,1616
-1.88727,-0.274471,0.388716,0.28851,0.175334,1000000,1619
-1.76368,-0.288049,0.312717,0.249282,0.119416,1001000,1621
-1.93385,-0.282955,0.58884,0.251563,0.11853,1002000,1623
-2.13641,-0.299938,0.525544,0.213565,0.0809185,1003000,1625
-2.15309,-0.0859038,0.544387,0.221757,0.106832,1004000,1628
-1.99824,-0.11615,0.439231,0.210016,0.101365,1005000,1630
-2.14834,-0.300483,0.890183,0.234557,0.0991942,1006000,1632
-1.68031,-0.339083,0.265652,0.249415,0.173172,1007000,1635
-1.87603,-0.145921,0.554311,0.263623,0.154359,1008000,1637
-2.26,-0.240599,0.733068,0.256852,0.178839,1009000,1639
-2.20783,-0.313537,0.686327,0.236173,0.085175,1010000,1641
-1.70361,-0.264144,0.721898,0.216523,0.101676,1011000,1644
-2.44939,-0.190524,0.903489,0.278959,0.108739,1012000,1646
-2.07134,-0.170467,0.507894,0.327018,0.119413,1013000,1649
-2.27189,-0.212216,0.990611,0.295652,0.125401,1014000,1651
-1.89735,-0.36921,0.651936,0.218595,0.105248,1015000,1653
-2.25244,-0.133608,0.668565,0.204973,0.138003,1016000,1656
-1.9876,-0.111723,0.747413,0.228651,0.177612,1017000,1658
-1.66071,-0.22031,0.606702,0.229181,0.210725,1018000,1660
-1.72505,-0.158989,0.497917,0.247657,0.193866,1019000,1663
-1.82555,-0.169591,0.286682,0.322966,0.146322,1020000,1665
-1.79526,-0.361313,0.987879,0.206066,0.200934,1021000,1667
-2.23434,-0.240017,0.699365,0.212208,0.15421,1022000,1669
-2.38773,-0.189375,0.634247,0.267301,0.0977337,1023000,1671
-1.90322,-0.330896,0.439198,0.244796,0.103647,1024000,1672
-2.23421,-0.0777259,0.628267,0.203487,0.147073,1025000,1674
-2.40367,-0.244849,0.71818,0.25531,0.071489,1026000,1675
-2.4157,-0.307214,0.833033,0.261462,0.104348,1027000,1677
-2.54878,-0.192794,0.601793,0.244856,0.108811,1028000,1679
-2.54609,-0.136118,0.776107,0.164034,0.112976,1029000,1680
-1.80535,-0.266838,0.627011,0.290159,0.100255,1030000,1682
-2.11168,-0.300076,0.795572,0.248194,0.117063,1031000,1683
-2.3393,-0.354072,0.951513,0.239242,0.132423,1032000,1685
-1.94272,-0.174813,0.268699,0.198732,0.12631,1033000,1686
-2.0713,-0.240984,0.628886,0.253728,0.106938,1034000,1688
-1.86222,-0.165552,0.358716,0.261708,0.129341,1035000,1689
-1.43849,-0.133773,0.328292,0.272285,0.114516,1036000,1691
-1.80133,-0.123494,0.410251,0.197761,0.16756,1037000,1692
-1.91194,-0.162601,0.543834,0.179081,0.157259,1038000,1694
-2.31832,-0.134514,0.846517,0.193207,0.175336,1039000,1696
-1.51906,-0.180592,0.45784,0.262179,0.219863,1040000,1698
-1.75269,-0.130341,0.562962,0.21443,0.164173,1041000,1700
-1.71986,-0.163879,0.694139,0.216944,0.157886,1042000,1702
-2.63781,-0.1637,0.576211,0.229264,0.111406,1043000,1704
-2.25666,-0.194041,0.631003,0.277623,0.107473,1044000,1706
-1.92186,-0.189066,0.624352,0.278748,0.158406,1045000,1708
-1.84023,-0.139538,0.288964,0.313346,0.117835,1046000,1710
-1.85537,-0.123257,0.444521,0.181225,0.16374,1047000,1713
-1.99694,-0.227134,0.587895,0.217194,0.168915,1048000,1715
-2.07572,-0.223335,0.547779,0.253146,0.185301,1049000,1718
-1.89402,-0.20454,0.351024,0.265486,0.128887,1050000,1720
-2.39144,-0.15388,0.787059,0.242985,0.119257,1051000,1722
-1.96865,-0.0735844,0.449427,0.292208,0.128725,1052000,1724
-1.56925,-0.0887084,0.47711,0.221185,0.120964,1053000,1727
-2.04672,-0.432873,0.766808,0.300727,0.109489,1054000,1729
-1.95285,-0.169387,0.486425,0.251249,0.142314,1055000,1731
-2.05006,-0.416192,0.416101,0.280434,0.10786,1056000,1734
-1.74171,-0.172139,0.679041,0.237563,0.171148,1057000,1736
-2.04577,-0.201309,0.517292,0.24827,0.121465,1058000,1738
-2.10561,-0.121128,0.204364,0.284894,0.0863479,1059000,1741
-2.32782,-0.28654,0.438887,0.252255,0.0693217,1060000,1743
-2.01204,-0.177201,0.550115,0.231639,0.123747,1061000,1746
-2.16241,-0.0945982,0.735138,0.195446,0.119897,1062000,1748
-2.06435,-0.276258,0.428659,0.182738,0.0974214,1063000,1750
-1.98449,-0.20533,0.273568,0.201295,0.115989,1064000,1753
-1.57962,-0.134548,0.212384,0.209515,0.141091,1065000,1755
-1.98751,-0.270554,0.783176,0.254449,0.153237,1066000,1757
-1.66995,-0.360853,0.368876,0.232912,0.122035,1067000,1760
-1.72727,-0.317332,0.440116,0.177555,0.157031,1068000,1762
-1.83026,-0.117253,0.490466,0.203096,0.111187,1069000,1764
-1.95932,-0.145324,0.555763,0.236845,0.182664,1070000,1766
-1.67368,-0.36109,0.215866,0.169045,0.133663,1071000,1768
-2.11064,-0.390303,0.614698,0.152864,0.114303,1072000,1770
-2.05296,-0.239873,0.660905,0.146162,0.117297,1073000,1772
-1.71209,-0.240463,0.54165,0.181174,0.140208,1074000,1774
-2.06287,-0.172177,0.52413,0.194484,0.112014,1075000,1777
-1.75044,-0.333946,0.395256,0.194296,0.153696,1076000,1779
-2.11445,-0.208974,0.501254,0.22197,0.132407,1077000,1781
-2.14909,-0.202335,0.702842,0.238582,0.128741,1078000,1782
-1.67903,-0.492824,0.648416,0.206494,0.0967785,1079000,1784
